LEA Code	Code	School Name	Level	Grade Span	Calendar	Magnet Programs	Enhancement Program	"School Membership 2013-14 (ADM, Mo2)"	GRD KI	GRD 1	GRD 2	GRD 3	GRD 4	GRD 5	GRD 6	GRD 7	GRD 8	GRD 9	GRD 10	GRD 11	GRD 12	GRD 13	MALE	FEMALE	"School Membership 2013-14 (MLD,  Mo3)"	American Indian and Alaska Native	Asian	Black or African American	Hispanic or Latino	Native Hawaiian and Other Pacific Islander	Two or More Races	White	% American Indian and Alaska Native	% Asian	% Black or African American	% Hispanic or Latino	% Native Hawaiian and Other Pacific Islander	% Two or More Races	% White	F&R	Percent F&R	LEP	Percent LEP	TITLE 1 PROGRAM	School Board District	School Board Member	Area Superintendent District	Area Superintendent	School Location in Municipal Extra Teritorial Jurisdiction	School Location within Municipal Corporate Limit 	Number Permanent Learning Spaces	20th Day Actual Membership	Special Needs Program Adjustment	Existing School Building Capacity	Long-Range School Campus Capacity [LRSCC]	LRSCC Percent Crowding (inc. Prog. Adjustment) 	Existing Temporary Classrooms	Annual School Campus Capacity [ASCC]	Percent in Temporary Classrooms	ASCC Percent Crowding 
920472	472	Ligon Middle	M	.6-8	T	Gifted & Talented/AG Basics		"1,200"	-	-	-	-	-	-	386	397	417	-	-	-	-	-	587	608	1195	4	93	439	84	1	49	525	0.3%	7.8%	36.7%	7.0%	0.1%	4.1%	43.9%	386	32.4%	25	2.1%	NO	East Raleigh	Keith Sutton	Central Wake County	Rose Anne Gonzalez	Raleigh	RALEIGH	64	1200	51	"1,059"	"1,137"	101.0%	"1,188"	101.0%	3	6.6%
920484	484	Lufkin Road Middle	M	.6-8	Y-R			946	-	-	-	-	-	-	331	312	303	-	-	-	-	-	492	465	957	4	42	103	78	1	34	695	0.4%	4.4%	10.8%	8.2%	0.1%	3.6%	72.6%	135	14.0%	26	2.7%	NO	Southern Wake	Susan Evans	Southwestern Wake County	Clinton Robinson	Apex	APEX	57	946	(45)	"1,215"	"1,215"	80.9%	"1,170"	80.9%	0	0.0%
920492	492	Martin Middle	M	.6-8	T	 Gifted & Talented		"1,079"	-	-	-	-	-	-	346	371	362	-	-	-	-	-	508	570	1078	3	90	181	119	1	39	645	0.3%	8.3%	16.8%	11.0%	0.1%	3.6%	59.8%	291	26.9%	62	5.7%	NO	Central Raleigh	Christine Kushner	Central Wake County	Rose Anne Gonzalez	Raleigh	RALEIGH	64	1079	(9)	981	"1,059"	102.8%	"1,050"	102.8%	3	7.4%
920502	502	Mills Park Middle	M	.6-8	T			"1,747"	-	-	-	-	-	-	617	585	545	-	-	-	-	-	848	901	1749	4	416	222	134	2	85	886	0.2%	23.8%	12.7%	7.7%	0.1%	4.9%	50.7%	194	11.1%	42	2.4%	NO	Southern Wake	Susan Evans	Western Wake County	Jacqueline Ellis	Cary	CARY	82	1747	241	"1,311"	"1,415"	105.5%	"1,552"	112.6%	0	0.0%
920506	506	Moore Square Middle	M	.6-8	MOD	Gifted & Talented/AG Basics / Museums	Global Schools Collaborative Network	479	-	-	-	-	-	-	163	157	159	-	-	-	-	-	261	220	481	3	10	236	77	1	18	136	0.6%	2.1%	49.1%	16.0%	0.2%	3.7%	28.3%	257	53.5%	26	5.4%	NO	South Central Raleigh	Dr. Jim Martin	Central Wake County	Rose Anne Gonzalez	Raleigh	RALEIGH	37	479	0	554	554	86.5%	554	86.5%	0	0.0%
920512	512	North Garner Middle	M	.6-8	Y-R t4		STEM Schools Collaborative Network	"1,060"	-	-	-	-	-	-	335	379	346	-	-	-	-	-	557	504	1061	5	13	396	212	1	51	383	0.5%	1.2%	37.3%	20.0%	0.1%	4.8%	36.1%	562	52.8%	56	5.2%	NO	Southeast Wake	Monika Johnson-Hostler	Southern Wake County	Lloyd Gardner	Garner	GARNER	64	1060	(92)	"1,085"	"1,085"	106.7%	"1,123"	94.4%	5	11.6%
920400	400	Reedy Creek Middle	M	.6-8	T			836	-	-	-	-	-	-	255	281	300	-	-	-	-	-	445	395	840	4	46	222	195	1	42	330	0.5%	5.5%	26.4%	23.2%	0.1%	5.0%	39.3%	412	48.8%	69	8.1%	NO	Western Wake	Bill Fletcher 	Western Wake County	Jacqueline Ellis	Cary	CARY	57	836	25	903	903	90.1%	928	90.1%	0	0.0%
920545	545	Rolesville Middle	M	.6-8	Y-R			969	-	-	-	-	-	-	409	428	132	-	-	-	-	-	509	469	978	2	21	260	179	2	52	462	0.2%	2.1%	26.6%	18.3%	0.2%	5.3%	47.2%	359	36.6%	63	6.4%	NO	Northeast Wake	Tom Benton	Eastern Wake County	Edward McFarland	Rolesville	ROLESVILLE	82	969	0	"1,623"	"1,727"	56.1%	"1,623"	59.7%	0	0.0%
920551	551	Salem Middle	M	.6-8	Y-R			"1,233"	-	-	-	-	-	-	400	428	405	-	-	-	-	-	648	591	1239	3	143	117	132	2	45	797	0.2%	11.5%	9.4%	10.7%	0.2%	3.6%	64.3%	196	15.8%	35	2.8%	NO	Western Wake	Bill Fletcher 	Southwestern Wake County	Clinton Robinson	Apex	APEX	57	1233	38	"1,215"	"1,215"	98.4%	"1,305"	94.5%	2	4.0%
920592	592	Wake Forest Middle	M	.6-8	T			"1,040"	-	-	-	-	-	-	331	315	394	-	-	-	-	-	540	511	1051	2	29	297	177	0	54	492	0.2%	2.8%	28.3%	16.8%	0.0%	5.1%	46.8%	416	39.4%	41	3.9%	NO	Northeast Wake	Tom Benton	Northeastern Wake County	Andre Smith	Wake Forest	WAKE FOREST	57	1040	0	903	"1,059"	98.2%	"1,241"	83.8%	13	27.2%
920594	594	Wakefield Middle	M	.6-8	T			"1,189"	-	-	-	-	-	-	359	415	415	-	-	-	-	-	594	595	1189	6	58	295	155	1	44	630	0.5%	4.9%	24.8%	13.0%	0.1%	3.7%	53.0%	322	27.1%	36	3.0%	NO	North Raleigh	Kevin Hill	Northeastern Wake County	Andre Smith	Raleigh	RALEIGH	57	1189	25	903	"1,007"	115.2%	"1,110"	107.1%	7	16.4%
920601	601	Wendell Middle	M	.6-8	T			984	-	-	-	-	-	-	327	322	335	-	-	-	-	-	525	460	985	4	8	370	262	1	39	301	0.4%	0.8%	37.6%	26.6%	0.1%	4.0%	30.6%	597	60.6%	61	6.2%	NO	Northeast Wake	Tom Benton	Eastern Wake County	Edward McFarland	Wake County	WAKE COUNTY	60	984	(53)	981	"1,111"	93.0%	928	106.0%	0	0.0%
920604	604	West Cary Middle	M	.6-8	T			848	-	-	-	-	-	-	257	300	291	-	-	-	-	-	422	422	844	5	151	146	103	1	40	398	0.6%	17.9%	17.3%	12.2%	0.1%	4.7%	47.2%	204	24.1%	53	6.2%	NO	Western Wake	Bill Fletcher 	Western Wake County	Jacqueline Ellis	Cary	CARY	56	848	42	877	"1,033"	78.9%	"1,075"	78.9%	6	14.5%
920607	607	West Lake Middle	M	.6-8	Y-R			"1,296"	-	-	-	-	-	-	420	453	423	-	-	-	-	-	685	622	1307	8	25	154	173	0	64	883	0.6%	1.9%	11.8%	13.2%	0.0%	4.9%	67.6%	286	21.9%	43	3.3%	NO	South Central Raleigh	Dr. Jim Martin	Southwestern Wake County	Clinton Robinson	Cary	CARY	56	1296	(49)	"1,189"	"1,189"	113.7%	"1,452"	89.3%	12	21.5%
920608	608	West Millbrook Middle	M	.6-8	T			957	-	-	-	-	-	-	333	313	311	-	-	-	-	-	473	480	953	6	35	246	172	1	32	461	0.6%	3.7%	25.8%	18.0%	0.1%	3.4%	48.4%	378	39.6%	68	7.1%	NO	North Raleigh	Kevin Hill	Northern Wake County	Pamela Kinsey-Barker	Raleigh	RALEIGH	59	957	(62)	955	955	107.2%	"1,101"	86.9%	8	18.9%
920636	636	Zebulon Middle	M	.6-8	T	Gifted & Talented		577	-	-	-	-	-	-	188	203	186	-	-	-	-	-	273	298	571	3	6	242	106	0	26	188	0.5%	1.1%	42.4%	18.6%	0.0%	4.6%	32.9%	349	61.0%	15	2.6%	NO	Northeast Wake	Tom Benton	Eastern Wake County	Edward McFarland	Zebulon	ZEBULON	58	577	29	825	903	61.9%	958	60.2%	4	10.9%
920585	585	Wake Young Men's Leadership Academy	MS	.6-10	Early College		 Leadership Academy Application School	235	-	-	-	-	-	-	57	52	49	37	40	-	-	-	232	1	233	1	28	81	28	0	13	82	0.4%	12.0%	34.8%	12.0%	0.0%	5.6%	35.2%	76	32.5%	4	1.7%	NO	South Central Raleigh	Dr. Jim Martin	Central Wake County	Rose Anne Gonzalez	Raleigh	RALEIGH	14	235	(100)	350	350	67.1%	250	94.0%	0	0.0%
920586	586	Wake Young Women's Leadership Academy	MS	.6-10	Early College		 Leadership Academy Application School	250	-	-	-	-	-	-	58	55	49	46	42	-	-	-	0	246	246	1	15	85	36	0	14	95	0.4%	6.1%	34.6%	14.6%	0.0%	5.7%	38.6%	89	36.6%	5	2.0%	NO	South Central Raleigh	Dr. Jim Martin	Central Wake County	Rose Anne Gonzalez	Raleigh	RALEIGH	13	250	(100)	350	350	71.4%	250	100.0%	0	0.0%
920316	316	Apex High	S	.9-12	T			"2,526"	-	-	-	-	-	-	-	-	-	583	748	648	547	-	1301	1226	2527	8	140	189	203	4	114	1869	0.3%	5.5%	7.5%	8.0%	0.2%	4.5%	74.0%	241	9.5%	31	1.2%	NO	Southern Wake	Susan Evans	Southwestern Wake County	Clinton Robinson	Apex	APEX	82	2526	0	"1,639"	"1,663"	151.9%	"2,479"	101.9%	35	33.9%
920318	318	Athens Drive High 	S	.9-12	T		STEM Schools Collaborative Network	"1,928"	-	-	-	-	-	-	-	-	-	548	475	469	436	-	961	973	1934	12	119	465	262	2	97	977	0.6%	6.2%	24.0%	13.5%	0.1%	5.0%	50.5%	649	33.6%	116	5.7%	NO	South Central Raleigh	Dr. Jim Martin	Central Wake County	Rose Anne Gonzalez	Raleigh	RALEIGH	86	1928	(86)	"1,735"	"2,095"	96.0%	"2,201"	87.6%	23	25.1%
920348	348	Broughton High	S	.9-12	T		Global Schools Collaborative Network	"2,136"	-	-	-	-	-	-	-	-	-	657	540	503	436	-	1068	1055	2123	9	87	671	244	5	57	1050	0.4%	4.1%	31.6%	11.5%	0.2%	2.7%	49.5%	760	35.5%	116	5.3%	NO	Central Raleigh	Christine Kushner	Central Wake County	Rose Anne Gonzalez	Raleigh	RALEIGH	89	2136	0	"1,799"	"1,799"	118.7%	"2,087"	102.3%	12	13.8%
920368	368	Cary High	S	.9-12	T			"2,343"	-	-	-	-	-	-	-	-	-	655	615	556	517	-	1261	1088	2349	12	132	463	417	3	116	1206	0.5%	5.6%	19.7%	17.8%	0.1%	4.9%	51.3%	745	31.7%	97	4.0%	NO	Western Wake	Bill Fletcher 	Western Wake County	Jacqueline Ellis	Cary	CARY	111	2343	(30)	"2,223"	"2,223"	106.8%	"2,289"	102.4%	4	4.2%
920700	700	East Wake High School of Health Science	S	.9-12	T		STEM Schools Collaborative Network	384	-	-	-	-	-	-	-	-	-	105	97	87	95	-	153	234	387	6	3	136	68	0	15	159	1.6%	0.8%	35.1%	17.6%	0.0%	3.9%	41.1%	183	47.5%	6	1.6%	NO	Northeast Wake	Tom Benton	Eastern Wake County	Edward McFarland	Wake County	WAKE COUNTY	21	384	(24)	334	334	123.9%	406	94.6%	4	23.6%
920702	702	"East Wake School of Arts, Education and Global Studies"	S	.9-12	T		Global Schools Collaborative Network	392	-	-	-	-	-	-	-	-	-	96	102	92	102	-	123	263	386	3	1	149	82	0	24	127	0.8%	0.3%	38.6%	21.2%	0.0%	6.2%	32.9%	234	60.6%	15	3.7%	NO	Northeast Wake	Tom Benton	Eastern Wake County	Edward McFarland	Wake County	WAKE COUNTY	20	392	(42)	416	416	104.8%	422	92.9%	2	11.4%
920703	703	East Wake School of Engineering Systems	S	.9-12	T		STEM Schools Collaborative Network	372	-	-	-	-	-	-	-	-	-	104	101	89	78	-	295	69	364	3	0	131	57	0	11	162	0.8%	0.0%	36.0%	15.7%	0.0%	3.0%	44.5%	172	47.0%	16	4.2%	NO	Northeast Wake	Tom Benton	Eastern Wake County	Edward McFarland	Wake County	WAKE COUNTY	20	372	(84)	453	453	100.8%	393	94.7%	1	6.1%
920701	701	East Wake School of Integrated Technology	S	.9-12	T		STEM Schools Collaborative Network	327	-	-	-	-	-	-	-	-	-	111	93	59	64	-	203	130	333	0	5	143	84	1	13	87	0.0%	1.5%	42.9%	25.2%	0.3%	3.9%	26.1%	202	61.2%	11	3.2%	NO	Northeast Wake	Tom Benton	Eastern Wake County	Edward McFarland	Wake County	WAKE COUNTY	21	327	(57)	448	448	83.6%	391	83.6%	0	0.0%
920412	412	Enloe High	S	.9-12	T	Gifted & Talented / International Baccalaureate DP	Global Schools Collaborative Network	"2,624"	-	-	-	-	-	-	-	-	-	739	673	620	592	-	1284	1360	2644	10	438	1023	313	1	127	732	0.4%	16.6%	38.7%	11.8%	0.0%	4.8%	27.7%	951	35.9%	106	3.9%	NO	East Raleigh	Keith Sutton	Central Wake County	Rose Anne Gonzalez	Raleigh	RALEIGH	118	2624	48	"2,409"	"2,409"	106.8%	"2,649"	99.1%	8	7.2%
920428	428	Fuquay-Varina High 	S	.9-12	T			"1,970"	-	-	-	-	-	-	-	-	-	609	499	450	412	-	1049	931	1980	7	17	347	300	4	80	1225	0.4%	0.9%	17.5%	15.2%	0.2%	4.0%	61.9%	594	30.0%	34	1.7%	NO	Southern Wake	Susan Evans	Southern Wake County	Lloyd Gardner	Fuquay-Varina	FUQUAY-VARINA	82	1970	(52)	"1,639"	"1,759"	115.4%	"2,139"	92.1%	23	25.8%
920436	436	Garner High 	S	.9-12	T	International Baccalaureate - MYP & DP	Global Schools Collaborative Network	"2,410"	-	-	-	-	-	-	-	-	-	671	667	556	516	-	1219	1184	2403	11	25	923	429	7	95	913	0.5%	1.0%	38.4%	17.9%	0.3%	4.0%	38.0%	"1,031"	42.8%	77	3.1%	NO	Southeast Wake	Monika Johnson-Hostler	Southern Wake County	Lloyd Gardner	Garner	GARNER	91	2410	(99)	"1,847"	"1,871"	136.0%	"2,300"	104.8%	23	24.0%
920441	441	Green Hope High	S	.9-12	T			"2,294"	-	-	-	-	-	-	-	-	-	605	629	558	502	-	1120	1160	2280	5	462	130	103	8	78	1494	0.2%	20.3%	5.7%	4.5%	0.4%	3.4%	65.5%	144	6.3%	43	1.9%	NO	Western Wake	Bill Fletcher 	Western Wake County	Jacqueline Ellis	Cary	CARY	82	2294	54	"1,639"	"1,735"	128.2%	"2,581"	88.9%	37	37.3%
920445	445	Heritage High	S	.9-12	T			"1,817"	-	-	-	-	-	-	-	-	-	482	475	461	399	-	890	926	1816	20	61	450	221	4	87	973	1.1%	3.4%	24.8%	12.2%	0.2%	4.8%	53.6%	476	26.1%	46	2.5%	NO	Northeast Wake	Tom Benton	Northeastern Wake County	Andre Smith	Wake Forest	WAKE FOREST	83	1817	(24)	"1,663"	"1,663"	110.9%	"1,639"	110.9%	0	0.0%
920455	455	Holly Springs High	S	.9-12	T			"2,324"	-	-	-	-	-	-	-	-	-	652	574	561	537	-	1194	1138	2332	10	59	354	241	3	104	1561	0.4%	2.5%	15.2%	10.3%	0.1%	4.5%	66.9%	437	18.7%	29	1.2%	NO	Southern Wake	Susan Evans	Southern Wake County	Lloyd Gardner	Holly Springs	HOLLY SPRINGS	83	2324	36	"1,663"	"1,735"	131.2%	"2,083"	111.6%	16	18.4%
920466	466	Knightdale High	S	.9-12	T		STEM Schools Collaborative Network	"1,636"	-	-	-	-	-	-	-	-	-	466	423	376	371	-	848	787	1635	11	36	760	369	1	92	366	0.7%	2.2%	46.5%	22.6%	0.1%	5.6%	22.4%	901	55.0%	91	5.4%	NO	Northeast Wake	Tom Benton	Eastern Wake County	Edward McFarland	Knightdale	KNIGHTDALE	83	1636	(34)	"1,663"	"1,807"	92.3%	"1,821"	89.8%	8	10.5%
920473	473	Leesville Road High	S	.9-12	T			"2,237"	-	-	-	-	-	-	-	-	-	609	590	518	520	-	1160	1076	2236	5	88	429	213	0	96	1405	0.2%	3.9%	19.2%	9.5%	0.0%	4.3%	62.8%	427	19.0%	60	2.6%	NO	West Raleigh/Morrisville	Zora Felton	Northern Wake County	Pamela Kinsey-Barker	Raleigh	RALEIGH	112	2237	(14)	"2,243"	"2,243"	100.4%	"2,517"	88.9%	12	11.4%
920495	495	Middle Creek High	S	.9-12	T		STEM Schools Collaborative Network	"2,164"	-	-	-	-	-	-	-	-	-	675	545	491	453	-	1131	1032	2163	20	36	407	343	3	96	1258	0.9%	1.7%	18.8%	15.9%	0.1%	4.4%	58.2%	604	27.8%	69	3.1%	NO	South Central Raleigh	Dr. Jim Martin	Southwestern Wake County	Clinton Robinson	Cary	CARY	82	2164	(13)	"1,639"	"1,903"	114.5%	"2,250"	96.2%	26	27.7%
920500	500	Millbrook High 	S	.9-12	T	International Baccalaureate-MYP & DP	Global Schools Collaborative Network	"2,650"	-	-	-	-	-	-	-	-	-	705	656	660	629	-	1367	1271	2638	6	114	778	326	2	107	1305	0.2%	4.3%	29.5%	12.4%	0.1%	4.1%	49.5%	796	30.0%	94	3.4%	NO	North Raleigh	Kevin Hill	Northern Wake County	Pamela Kinsey-Barker	Raleigh	RALEIGH	105	2650	(39)	"2,183"	"2,183"	123.6%	"2,576"	102.9%	18	16.8%
920526	526	Panther Creek High 	S	.9-12	T			"2,575"	-	-	-	-	-	-	-	-	-	768	610	630	567	-	1342	1242	2584	7	452	368	219	4	109	1425	0.3%	17.5%	14.2%	8.5%	0.2%	4.2%	55.1%	296	11.4%	36	1.4%	NO	West Raleigh/Morrisville	Zora Felton	Western Wake County	Jacqueline Ellis	Cary	CARY	83	2575	24	"1,663"	"1,807"	140.6%	"2,479"	103.9%	33	31.9%
920546	546	Rolesville High	S	.9-10	T		Global Schools Collaborative Network	672	-	-	-	-	-	-	-	-	-	460	212	-	-	-	351	324	675	1	18	286	122	0	20	228	0.1%	2.7%	42.4%	18.1%	0.0%	3.0%	33.8%	292	43.1%	43	6.5%	NO	Northeast Wake	Tom Benton	Eastern Wake County	Edward McFarland	Rolesville	ROLESVILLE	111	672	"(1,111)"	"2,223"	"2,367"	28.4%	"1,112"	60.4%	0	0.0%
920552	552	Sanderson High	S	.9-12	T			"2,020"	-	-	-	-	-	-	-	-	-	606	515	425	474	-	1027	985	2012	6	80	497	262	6	72	1089	0.3%	4.0%	24.7%	13.0%	0.3%	3.6%	54.1%	610	30.2%	133	6.4%	NO	Central Raleigh	Christine Kushner	Northern Wake County	Pamela Kinsey-Barker	Raleigh	RALEIGH	86	2020	0	"1,735"	"1,927"	104.8%	"2,023"	99.9%	12	14.2%
920562	562	Southeast Raleigh High	S	.9-12	MOD	 Center for Leadership and Technology	STEM Schools Collaborative Network	"1,637"	-	-	-	-	-	-	-	-	-	519	363	414	341	-	836	848	1684	7	23	1228	202	0	85	139	0.4%	1.4%	72.9%	12.0%	0.0%	5.0%	8.3%	920	53.8%	57	3.4%	NO	East Raleigh	Keith Sutton	Southwestern Wake County	Clinton Robinson	Raleigh	RALEIGH	85	1637	(44)	"1,546"	"1,546"	109.0%	"1,814"	90.2%	13	17.2%
920583	583	Wake Early College of Health and Sciences 	S	.9-13	Early College		Early College - STEM Schools Collaborative Network	294	-	-	-	-	-	-	-	-	-	78	74	69	61	12	81	211	292	0	38	113	30	2	13	96	0.0%	13.0%	38.7%	10.3%	0.7%	4.5%	32.9%	84	28.8%	2	0.7%	NO	East Raleigh	Keith Sutton	Southwestern Wake County	Clinton Robinson	Raleigh	RALEIGH	9	294	0	300	300	98.0%	300	98.0%	0	0.0%
920588	588	Wake Forest High	S	.9-12	T			"1,937"	-	-	-	-	-	-	-	-	-	498	457	553	429	-	973	946	1919	6	47	424	203	0	71	1168	0.3%	2.4%	22.1%	10.6%	0.0%	3.7%	60.9%	508	26.3%	51	2.6%	NO	Northeast Wake	Tom Benton	Northeastern Wake County	Andre Smith	Wake Forest	WAKE FOREST	104	1937	64	"2,051"	"2,051"	91.6%	"2,115"	91.6%	0	0.0%
920582	582	Wake NC State STEM  Early College High School	S	.9-11	Early College		Early College - STEM Schools Collaborative Network	165	-	-	-	-	-	-	-	-	-	57	56	52	-	-	96	68	164	0	20	53	19	0	5	67	0.0%	12.2%	32.3%	11.6%	0.0%	3.0%	40.9%	58	35.4%	1	0.6%	NO	South Central Raleigh	Dr. Jim Martin	Central Wake County	Rose Anne Gonzalez	Raleigh	RALEIGH	8	165	(85)	250	250	66.0%	165	100.0%	0	0.0%
920595	595	Wakefield High	S	.9-12	T			"2,474"	-	-	-	-	-	-	-	-	-	655	694	587	538	-	1229	1237	2466	11	137	753	320	5	83	1157	0.4%	5.6%	30.5%	13.0%	0.2%	3.4%	46.9%	714	28.9%	91	3.6%	NO	North Raleigh	Kevin Hill	Northeastern Wake County	Andre Smith	Raleigh	RALEIGH	82	2474	(65)	"1,639"	"1,831"	140.1%	"2,150"	115.1%	16	17.9%
920324	324	Longview School	S/O	.6-12	T			78	-	-	-	-	-	-	5	15	12	27	11	5	3	-	73	12	85	0	0	64	7	0	3	11	0.0%	0.0%	75.3%	8.2%	0.0%	3.5%	12.9%	74	86.0%	2	2.2%	NO	East Raleigh	Keith Sutton	Central Wake County	Rose Anne Gonzalez	Raleigh	RALEIGH	26	78	0	102	102	76.5%	102	76.5%	0	0.0%
920528	528	Mary E. Phillips High School	S/O	.9-12	T			184	-	-	-	-	-	-	-	-	-	30	43	50	61	-	56	117	173	0	0	129	26	0	10	8	0.0%	0.0%	74.6%	15.0%	0.0%	5.8%	4.6%	141	79.7%	6	3.0%	NO	East Raleigh	Keith Sutton	Central Wake County	Rose Anne Gonzalez	Raleigh	RALEIGH	22	184	0	200	200	92.0%	200	92.0%	0	0.0%
920438	438	River Oaks Middle	S/O	.6-8	T			50	-	-	-	-	-	-	1	12	36	1	-	-	-	-	30	29	59	1	0	25	13	0	7	13	1.7%	0.0%	42.4%	22.0%	0.0%	11.9%	22.0%	48	81.4%	4	8.9%	NO	East Raleigh	Keith Sutton	Northeastern Wake County	Andre Smith	Raleigh	RALEIGH	14	50	0	0	0	0.0%	0	0.0%	0	0.0%
920508	508	Mount Vernon School/Bridges Program	S/O 	KI-8	T			99	3	4	6	12	13	10	3	11	37	-	-	-	-	-	84	28	112	0	0	57	14	0	6	35	0.0%	0.0%	50.9%	12.5%	0.0%	5.4%	31.3%	81	70.4%	3	3.1%	NO	Central Raleigh	Christine Kushner	Northern Wake County	Pamela Kinsey-Barker	Raleigh	RALEIGH	25	99	0	128	138	71.7%	138	71.7%	1	7.2%
